Country,Sex,Economic Activity,Currency,Year,Earning
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: Local currency,2017,2346484.23
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: 2017 PPP $,2017,461.03
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: U.S. dollars,2017,175.36
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: Local currency,2017,2353547.54
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: 2017 PPP $,2017,462.42
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: U.S. dollars,2017,175.89
Indonesia,Sex: Total,Economic activity (Aggregate): Total,Currency: Local currency,2016,2125593.66
Indonesia,Sex: Total,Economic activity (Aggregate): Total,Currency: 2017 PPP $,2016,435.78
Indonesia,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,159.72
Indonesia,Sex: Total,Economic activity (Aggregate): Agriculture,Currency: Local currency,2016,1162169.68
Indonesia,Sex: Total,Economic activity (Aggregate): Agriculture,Currency: 2017 PPP $,2016,238.26
Indonesia,Sex: Total,Economic activity (Aggregate): Agriculture,Currency: U.S. dollars,2016,87.33
Indonesia,Sex: Total,Economic activity (Aggregate): Manufacturing,Currency: Local currency,2016,2088512.55
Indonesia,Sex: Total,Economic activity (Aggregate): Manufacturing,Currency: 2017 PPP $,2016,428.18
Indonesia,Sex: Total,Economic activity (Aggregate): Manufacturing,Currency: U.S. dollars,2016,156.93
Indonesia,Sex: Total,Economic activity (Aggregate): Construction,Currency: Local currency,2016,1931516.55
Indonesia,Sex: Total,Economic activity (Aggregate): Construction,Currency: 2017 PPP $,2016,395.99
Indonesia,Sex: Total,Economic activity (Aggregate): Construction,Currency: U.S. dollars,2016,145.14
Indonesia,Sex: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: Local currency,2016,3191607.09
Indonesia,Sex: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: 2017 PPP $,2016,654.33
Indonesia,Sex: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: U.S. dollars,2016,239.82
Indonesia,Sex: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: Local currency,2016,2351462.47
Indonesia,Sex: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: 2017 PPP $,2016,482.08
Indonesia,Sex: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: U.S. dollars,2016,176.69
Indonesia,Sex: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: Local currency,2016,2458523.9
Indonesia,Sex: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: 2017 PPP $,2016,504.03
Indonesia,Sex: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: U.S. dollars,2016,184.74
Indonesia,Sex: Male,Economic activity (Aggregate): Total,Currency: Local currency,2016,2271850.42
Indonesia,Sex: Male,Economic activity (Aggregate): Total,Currency: 2017 PPP $,2016,465.76
Indonesia,Sex: Male,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,170.71
Indonesia,Sex: Male,Economic activity (Aggregate): Agriculture,Currency: Local currency,2016,1332338.18
Indonesia,Sex: Male,Economic activity (Aggregate): Agriculture,Currency: 2017 PPP $,2016,273.15
Indonesia,Sex: Male,Economic activity (Aggregate): Agriculture,Currency: U.S. dollars,2016,100.11
Indonesia,Sex: Male,Economic activity (Aggregate): Manufacturing,Currency: Local currency,2016,2306494.59
Indonesia,Sex: Male,Economic activity (Aggregate): Manufacturing,Currency: 2017 PPP $,2016,472.86
Indonesia,Sex: Male,Economic activity (Aggregate): Manufacturing,Currency: U.S. dollars,2016,173.31
Indonesia,Sex: Male,Economic activity (Aggregate): Construction,Currency: Local currency,2016,1913791.19
Indonesia,Sex: Male,Economic activity (Aggregate): Construction,Currency: 2017 PPP $,2016,392.35
Indonesia,Sex: Male,Economic activity (Aggregate): Construction,Currency: U.S. dollars,2016,143.8
Indonesia,Sex: Male,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: Local currency,2016,3229633.06
Indonesia,Sex: Male,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: 2017 PPP $,2016,662.12
Indonesia,Sex: Male,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: U.S. dollars,2016,242.68
Indonesia,Sex: Male,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: Local currency,2016,2470274.54
Indonesia,Sex: Male,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: 2017 PPP $,2016,506.44
Indonesia,Sex: Male,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: U.S. dollars,2016,185.62
Indonesia,Sex: Male,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: Local currency,2016,2878899.79
Indonesia,Sex: Male,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: 2017 PPP $,2016,590.22
Indonesia,Sex: Male,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: U.S. dollars,2016,216.32
Indonesia,Sex: Female,Economic activity (Aggregate): Total,Currency: Local currency,2016,1830763.08
Indonesia,Sex: Female,Economic activity (Aggregate): Total,Currency: 2017 PPP $,2016,375.33
Indonesia,Sex: Female,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,137.57
Indonesia,Sex: Female,Economic activity (Aggregate): Agriculture,Currency: Local currency,2016,753567.12
Indonesia,Sex: Female,Economic activity (Aggregate): Agriculture,Currency: 2017 PPP $,2016,154.49
Indonesia,Sex: Female,Economic activity (Aggregate): Agriculture,Currency: U.S. dollars,2016,56.62
Indonesia,Sex: Female,Economic activity (Aggregate): Manufacturing,Currency: Local currency,2016,1716419.53
Indonesia,Sex: Female,Economic activity (Aggregate): Manufacturing,Currency: 2017 PPP $,2016,351.89
Indonesia,Sex: Female,Economic activity (Aggregate): Manufacturing,Currency: U.S. dollars,2016,128.97
Indonesia,Sex: Female,Economic activity (Aggregate): Construction,Currency: Local currency,2016,2690429.27
Indonesia,Sex: Female,Economic activity (Aggregate): Construction,Currency: 2017 PPP $,2016,551.58
Indonesia,Sex: Female,Economic activity (Aggregate): Construction,Currency: U.S. dollars,2016,202.16
Indonesia,Sex: Female,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: Local currency,2016,2797983.05
Indonesia,Sex: Female,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: 2017 PPP $,2016,573.63
Indonesia,Sex: Female,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: U.S. dollars,2016,210.24
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: Local currency,2016,2067370.56
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: 2017 PPP $,2016,423.84
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: U.S. dollars,2016,155.34
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: Local currency,2016,2065345.59
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: 2017 PPP $,2016,423.43
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: U.S. dollars,2016,155.19
Indonesia,Sex: Total,Economic activity (Aggregate): Total,Currency: Local currency,2015,1818033.31
Indonesia,Sex: Total,Economic activity (Aggregate): Total,Currency: 2017 PPP $,2015,385.11
Indonesia,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,135.78
Indonesia,Sex: Total,Economic activity (Aggregate): Agriculture,Currency: Local currency,2015,957668.84
Indonesia,Sex: Total,Economic activity (Aggregate): Agriculture,Currency: 2017 PPP $,2015,202.86
Indonesia,Sex: Total,Economic activity (Aggregate): Agriculture,Currency: U.S. dollars,2015,71.52
Indonesia,Sex: Total,Economic activity (Aggregate): Manufacturing,Currency: Local currency,2015,1658397.1
Indonesia,Sex: Total,Economic activity (Aggregate): Manufacturing,Currency: 2017 PPP $,2015,351.29
Indonesia,Sex: Total,Economic activity (Aggregate): Manufacturing,Currency: U.S. dollars,2015,123.86
Indonesia,Sex: Total,Economic activity (Aggregate): Construction,Currency: Local currency,2015,1687577.72
Indonesia,Sex: Total,Economic activity (Aggregate): Construction,Currency: 2017 PPP $,2015,357.48
Indonesia,Sex: Total,Economic activity (Aggregate): Construction,Currency: U.S. dollars,2015,126.04
Indonesia,Sex: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: Local currency,2015,2737791.17
Indonesia,Sex: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: 2017 PPP $,2015,579.94
Indonesia,Sex: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: U.S. dollars,2015,204.47
Indonesia,Sex: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: Local currency,2015,2038073.25
Indonesia,Sex: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: 2017 PPP $,2015,431.72
Indonesia,Sex: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: U.S. dollars,2015,152.22
Indonesia,Sex: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: Local currency,2015,2203670.67
Indonesia,Sex: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: 2017 PPP $,2015,466.8
Indonesia,Sex: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: U.S. dollars,2015,164.58
Indonesia,Sex: Male,Economic activity (Aggregate): Total,Currency: Local currency,2015,1923907.86
Indonesia,Sex: Male,Economic activity (Aggregate): Total,Currency: 2017 PPP $,2015,407.54
Indonesia,Sex: Male,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,143.69
Indonesia,Sex: Male,Economic activity (Aggregate): Agriculture,Currency: Local currency,2015,1100805.51
Indonesia,Sex: Male,Economic activity (Aggregate): Agriculture,Currency: 2017 PPP $,2015,233.18
Indonesia,Sex: Male,Economic activity (Aggregate): Agriculture,Currency: U.S. dollars,2015,82.21
Indonesia,Sex: Male,Economic activity (Aggregate): Manufacturing,Currency: Local currency,2015,1828069.03
Indonesia,Sex: Male,Economic activity (Aggregate): Manufacturing,Currency: 2017 PPP $,2015,387.24
Indonesia,Sex: Male,Economic activity (Aggregate): Manufacturing,Currency: U.S. dollars,2015,136.53
Indonesia,Sex: Male,Economic activity (Aggregate): Construction,Currency: Local currency,2015,1625718.62
Indonesia,Sex: Male,Economic activity (Aggregate): Construction,Currency: 2017 PPP $,2015,344.37
Indonesia,Sex: Male,Economic activity (Aggregate): Construction,Currency: U.S. dollars,2015,121.42
Indonesia,Sex: Male,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: Local currency,2015,2834597.53
Indonesia,Sex: Male,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: 2017 PPP $,2015,600.45
Indonesia,Sex: Male,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: U.S. dollars,2015,211.7
Indonesia,Sex: Male,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: Local currency,2015,2112131.22
Indonesia,Sex: Male,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: 2017 PPP $,2015,447.41
Indonesia,Sex: Male,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: U.S. dollars,2015,157.75
Indonesia,Sex: Male,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: Local currency,2015,2563690.67
Indonesia,Sex: Male,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: 2017 PPP $,2015,543.06
Indonesia,Sex: Male,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: U.S. dollars,2015,191.47
Indonesia,Sex: Female,Economic activity (Aggregate): Total,Currency: Local currency,2015,1597587.14
Indonesia,Sex: Female,Economic activity (Aggregate): Total,Currency: 2017 PPP $,2015,338.41
Indonesia,Sex: Female,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,119.32
Indonesia,Sex: Female,Economic activity (Aggregate): Agriculture,Currency: Local currency,2015,619154.12
Indonesia,Sex: Female,Economic activity (Aggregate): Agriculture,Currency: 2017 PPP $,2015,131.15
Indonesia,Sex: Female,Economic activity (Aggregate): Agriculture,Currency: U.S. dollars,2015,46.24
Indonesia,Sex: Female,Economic activity (Aggregate): Manufacturing,Currency: Local currency,2015,1370642.38
Indonesia,Sex: Female,Economic activity (Aggregate): Manufacturing,Currency: 2017 PPP $,2015,290.34
Indonesia,Sex: Female,Economic activity (Aggregate): Manufacturing,Currency: U.S. dollars,2015,102.37
Indonesia,Sex: Female,Economic activity (Aggregate): Construction,Currency: Local currency,2015,4232674.92
Indonesia,Sex: Female,Economic activity (Aggregate): Construction,Currency: 2017 PPP $,2015,896.6
Indonesia,Sex: Female,Economic activity (Aggregate): Construction,Currency: U.S. dollars,2015,316.12
Indonesia,Sex: Female,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: Local currency,2015,1737610.94
Indonesia,Sex: Female,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: 2017 PPP $,2015,368.07
Indonesia,Sex: Female,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",Currency: U.S. dollars,2015,129.77
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: Local currency,2015,1857121.65
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: 2017 PPP $,2015,393.39
Indonesia,Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",Currency: U.S. dollars,2015,138.7
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: Local currency,2015,1852596.27
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: 2017 PPP $,2015,392.43
Indonesia,Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",Currency: U.S. dollars,2015,138.36
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): Total,Currency: Local currency,2015,1818033.31
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): Total,Currency: 2017 PPP $,2015,385.11
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): Total,Currency: U.S. dollars,2015,135.78
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,Currency: Local currency,2015,957668.84
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,Currency: 2017 PPP $,2015,202.86
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,Currency: U.S. dollars,2015,71.52
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: Local currency,2015,2979846.2
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: 2017 PPP $,2015,631.21
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2015,222.55
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: Local currency,2015,1658397.1
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: 2017 PPP $,2015,351.29
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,123.86
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",Currency: Local currency,2015,2676390.83
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",Currency: 2017 PPP $,2015,566.93
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",Currency: U.S. dollars,2015,199.89
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",Currency: Local currency,2015,1455999.47
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",Currency: 2017 PPP $,2015,308.42
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",Currency: U.S. dollars,2015,108.74
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): F. Construction,Currency: Local currency,2015,1687577.72
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): F. Construction,Currency: 2017 PPP $,2015,357.48
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): F. Construction,Currency: U.S. dollars,2015,126.04
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,Currency: Local currency,2015,1584541.86
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,Currency: 2017 PPP $,2015,335.65
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,Currency: U.S. dollars,2015,118.34
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): H. Transportation and storage,Currency: Local currency,2015,2198334.83
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): H. Transportation and storage,Currency: 2017 PPP $,2015,465.67
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): H. Transportation and storage,Currency: U.S. dollars,2015,164.18
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,Currency: Local currency,2015,1583702.88
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,Currency: 2017 PPP $,2015,335.47
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,Currency: U.S. dollars,2015,118.28
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): J. Information and communication,Currency: Local currency,2015,3686519.11
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): J. Information and communication,Currency: 2017 PPP $,2015,780.91
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): J. Information and communication,Currency: U.S. dollars,2015,275.33
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,Currency: Local currency,2015,3192486.37
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,Currency: 2017 PPP $,2015,676.26
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,Currency: U.S. dollars,2015,238.43
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): L. Real estate activities,Currency: Local currency,2015,2840487.27
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): L. Real estate activities,Currency: 2017 PPP $,2015,601.69
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): L. Real estate activities,Currency: U.S. dollars,2015,212.14
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",Currency: Local currency,2015,3493963.47
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",Currency: 2017 PPP $,2015,740.12
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",Currency: U.S. dollars,2015,260.95
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,Currency: Local currency,2015,2090096.84
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,Currency: 2017 PPP $,2015,442.74
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,Currency: U.S. dollars,2015,156.1
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,Currency: Local currency,2015,3110951.16
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,Currency: 2017 PPP $,2015,658.99
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,Currency: U.S. dollars,2015,232.34
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): P. Education,Currency: Local currency,2015,2278937.02
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): P. Education,Currency: 2017 PPP $,2015,482.74
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): P. Education,Currency: U.S. dollars,2015,170.2
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,Currency: Local currency,2015,2633343.1
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,Currency: 2017 PPP $,2015,557.82
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,Currency: U.S. dollars,2015,196.67
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",Currency: Local currency,2015,1666768.63
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",Currency: 2017 PPP $,2015,353.07
Indonesia,Sex: Total,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",Currency: U.S. dollars,2015,124.48
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): S. Other service activities,Currency: Local currency,2015,1189374.02
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): S. Other service activities,Currency: 2017 PPP $,2015,251.94
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): S. Other service activities,Currency: U.S. dollars,2015,88.83
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Currency: Local currency,2015,814495.71
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Currency: 2017 PPP $,2015,172.53
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Currency: U.S. dollars,2015,60.83
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,Currency: Local currency,2015,2891538.46
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,Currency: 2017 PPP $,2015,612.51
Indonesia,Sex: Total,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,Currency: U.S. dollars,2015,215.96
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): Total,Currency: Local currency,2015,1923907.86
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): Total,Currency: 2017 PPP $,2015,407.54
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): Total,Currency: U.S. dollars,2015,143.69
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,Currency: Local currency,2015,1100805.51
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,Currency: 2017 PPP $,2015,233.18
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,Currency: U.S. dollars,2015,82.21
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: Local currency,2015,3097463.68
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: 2017 PPP $,2015,656.13
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2015,231.34
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: Local currency,2015,1828069.03
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: 2017 PPP $,2015,387.24
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,136.53
Indonesia,Sex: Male,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",Currency: Local currency,2015,2641734.09
Indonesia,Sex: Male,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",Currency: 2017 PPP $,2015,559.59
Indonesia,Sex: Male,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",Currency: U.S. dollars,2015,197.3
Indonesia,Sex: Male,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",Currency: Local currency,2015,1433195.2
Indonesia,Sex: Male,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",Currency: 2017 PPP $,2015,303.59
Indonesia,Sex: Male,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",Currency: U.S. dollars,2015,107.04
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): F. Construction,Currency: Local currency,2015,1625718.62
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): F. Construction,Currency: 2017 PPP $,2015,344.37
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): F. Construction,Currency: U.S. dollars,2015,121.42
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,Currency: Local currency,2015,1652587.44
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,Currency: 2017 PPP $,2015,350.06
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,Currency: U.S. dollars,2015,123.42
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): H. Transportation and storage,Currency: Local currency,2015,2168772.63
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): H. Transportation and storage,Currency: 2017 PPP $,2015,459.41
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): H. Transportation and storage,Currency: U.S. dollars,2015,161.98
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,Currency: Local currency,2015,1814181.46
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,Currency: 2017 PPP $,2015,384.29
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,Currency: U.S. dollars,2015,135.49
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): J. Information and communication,Currency: Local currency,2015,3602332.71
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): J. Information and communication,Currency: 2017 PPP $,2015,763.07
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): J. Information and communication,Currency: U.S. dollars,2015,269.04
Indonesia,Sex: Male,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,Currency: Local currency,2015,3208967.47
